emp_no,first_name,last_name,from_date,to_date,titles,dept_name
13402,Augustine,Dulli,1999-09-12,9999-01-01,Engineer,Research
13405,Randy,Baba,1990-05-10,9999-01-01,Senior Staff,Sales
13407,Gio,Chenoweth,1992-10-03,2001-10-03,Engineer,Production
13408,Sreekrishna,Lagarias,1995-07-25,2000-07-24,Engineer,Production
13415,Nathalie,Speer,1991-04-25,9999-01-01,Technique Leader,Quality Management
13422,Vishwani,Gerlach,1988-01-17,1995-01-17,Engineer,Quality Management
13442,Giordano,Miake,1994-06-16,9999-01-01,Senior Staff,Human Resources
13443,Mayuko,Puppo,1990-12-26,1996-12-25,Engineer,Quality Management
13445,Renee,Dehkordi,1996-11-29,9999-01-01,Engineer,Production
13451,Gretta,Weiland,1995-08-23,9999-01-01,Senior Staff,Human Resources
13457,Shooichi,Parfitt,1986-01-18,1991-01-18,Engineer,Quality Management
13458,Feipei,Nivat,1989-03-02,1995-03-02,Engineer,Customer Service
13463,Theron,Berstel,1988-01-26,1993-01-25,Engineer,Production
13465,Sasan,Rehfuss,1999-03-12,9999-01-01,Engineer,Production
13493,Uinam,Jullig,1987-09-07,1992-09-06,Engineer,Development
13504,Parto,Mandell,1986-12-21,1994-12-21,Assistant Engineer,Development
13524,Chaoyi,Porotnikoff,2000-10-27,9999-01-01,Senior Staff,Sales
13535,Arunas,Schlenzig,1986-05-19,1993-05-19,Assistant Engineer,Production
13546,Aimee,Brookner,1988-10-26,1997-10-26,Engineer,Production
13549,Matk,Koprowski,1997-06-18,9999-01-01,Technique Leader,Development
13552,Ingmar,Capobianchi,1993-03-23,9999-01-01,Senior Staff,Research
13576,Jungsoon,Engberts,2001-08-29,9999-01-01,Senior Staff,Research
13605,Dmitry,Encarnacion,1991-09-29,9999-01-01,Senior Staff,Sales
13621,Fei,Haddadi,1987-02-09,1995-02-09,Assistant Engineer,Development
13624,Zhigen,Yurek,1996-05-11,9999-01-01,Senior Staff,Human Resources
13629,Dzung,Trelles,1987-01-03,1994-01-03,Engineer,Development
13648,Zejun,Lamba,1985-11-16,9999-01-01,Technique Leader,Production
13653,Kristen,Iivonen,2000-01-17,9999-01-01,Senior Staff,Human Resources
13670,Moti,Takanami,1988-06-30,9999-01-01,Senior Engineer,Development
13680,Denny,Speer,1996-02-05,9999-01-01,Staff,Sales
13685,Weicheng,Hockney,1991-11-29,1999-11-29,Engineer,Development
13697,Shuichi,Weedon,1985-06-20,9999-01-01,Technique Leader,Development
13704,Vishu,Kumaresan,1987-10-01,1995-10-01,Engineer,Production
13721,Sugwoo,Delgrossi,2001-09-20,9999-01-01,Senior Staff,Sales
13727,Vitali,Merey,1999-10-07,9999-01-01,Staff,Human Resources
13738,Bangqing,Mitchem,1998-06-30,9999-01-01,Engineer,Development
13766,Tremaine,Heemskerk,1986-08-18,9999-01-01,Senior Staff,Customer Service
13769,Yakichi,Trogemann,1988-10-18,9999-01-01,Senior Staff,Sales
13775,Arve,Maierhofer,1994-10-21,9999-01-01,Senior Staff,Sales
13786,Takushi,Berendt,1995-05-19,9999-01-01,Senior Staff,Sales
13787,Xiaobin,Sinicrope,1990-10-30,1996-10-29,Engineer,Production
13792,Valery,Sury,1991-07-27,9999-01-01,Senior Staff,Finance
13796,Paloma,Thorelli,1996-01-01,9999-01-01,Engineer,Development
13809,Kiyotoshi,Basagni,1991-01-12,9999-01-01,Senior Staff,Customer Service
13815,Guadalupe,Plotkin,1985-09-09,1993-09-09,Engineer,Production
13825,Arlette,Pell,1986-08-02,9999-01-01,Technique Leader,Production
13841,Christophe,Spinelli,1992-02-01,9999-01-01,Technique Leader,Quality Management
13842,Juichirou,Cichocki,2000-04-20,9999-01-01,Senior Staff,Research
13846,Guiseppe,Welham,1985-03-20,9999-01-01,Senior Staff,Research
13853,Mingsen,Roohalamini,1991-03-25,9999-01-01,Senior Staff,Research
13859,Anoosh,Fujisawa,1987-08-23,1992-08-22,Engineer,Development
13884,Kensei,Swift,1998-12-21,9999-01-01,Engineer,Production
13894,Ult,Schonegge,1987-11-28,1995-11-28,Assistant Engineer,Production
13904,Youngkon,Cairo,1987-09-03,9999-01-01,Senior Engineer,Development
13934,Shiv,Bratsberg,1990-04-05,9999-01-01,Senior Engineer,Development
13942,Elzbieta,Esteva,1997-10-13,9999-01-01,Technique Leader,Development
13951,Mooi,Genther,1990-12-28,9999-01-01,Senior Staff,Sales
13960,Nechama,Hettesheimer,1996-04-06,9999-01-01,Senior Staff,Finance
13962,Maris,Ghelli,1994-10-26,9999-01-01,Senior Engineer,Production
13966,Boguslaw,Cooman,1990-12-26,9999-01-01,Senior Staff,Customer Service
13969,Jianwen,Chandrasekhar,1985-05-29,9999-01-01,Technique Leader,Development
13990,Deborah,Schapiro,1988-06-10,1996-06-10,Assistant Engineer,Development
13992,Ulises,Kenevan,1994-07-27,9999-01-01,Senior Staff,Finance
13999,Florian,Crouzet,2000-02-25,9999-01-01,Senior Staff,Human Resources
14005,Vojin,Stellhorn,1985-05-10,9999-01-01,Technique Leader,Quality Management
14015,Manibrata,Picaronny,1997-08-15,9999-01-01,Senior Engineer,Quality Management
14034,Aloys,Seghrouchni,1991-08-26,9999-01-01,Senior Staff,Finance
14041,Shan,DeMori,1995-12-22,9999-01-01,Senior Staff,Marketing
14067,Godehard,Trachtenberg,1994-02-14,2000-02-14,Engineer,Production
14088,Mori,Leslie,1994-11-10,9999-01-01,Senior Staff,Research
14107,Xiahua,Rindone,1999-12-15,9999-01-01,Senior Staff,Marketing
14111,Leszek,Cummings,1999-09-26,9999-01-01,Senior Staff,Customer Service
14118,Kasturi,Anido,1985-04-06,9999-01-01,Senior Staff,Customer Service
14167,Adas,Hertweck,1985-12-01,1994-12-01,Engineer,Production
14191,Jiann,Luby,1987-01-16,1993-01-15,Engineer,Development
14209,Masanao,Kusakabe,1988-04-06,9999-01-01,Senior Staff,Research
14220,Tomofumi,Pargas,1987-12-02,9999-01-01,Senior Engineer,Production
14232,Masali,Bojadziev,1994-09-10,1999-09-10,Engineer,Development
14236,Xuedong,Angiulli,1988-11-07,9999-01-01,Senior Staff,Research
14237,Abdulla,Gerlach,1986-06-13,1994-06-13,Engineer,Customer Service
14242,Sudhanshu,Benaini,1992-06-27,9999-01-01,Senior Staff,Customer Service
14257,Kwok,Massonet,1998-02-04,9999-01-01,Staff,Customer Service
14290,Miyeon,Olivero,1992-03-29,9999-01-01,Senior Engineer,Production
14292,Susanna,Vigier,1997-02-18,9999-01-01,Senior Staff,Research
14298,Chriss,Granlund,1996-01-07,2001-01-06,Engineer,Production
14310,Marlo,Leuchs,1987-02-23,9999-01-01,Senior Staff,Sales
14320,Sreenivas,Schaar,1986-06-30,1992-06-29,Engineer,Production
14322,Shem,Kakkad,1999-11-19,9999-01-01,Engineer,Development
14323,Golgen,Leslie,1997-08-05,9999-01-01,Staff,Customer Service
14340,Vitaly,Wixon,1986-12-19,1995-12-19,Engineer,Production
14344,Otilia,Buescher,1988-12-16,9999-01-01,Technique Leader,Production
14354,Mong,Bojadziev,1990-08-28,9999-01-01,Senior Staff,Sales
14360,Janche,Erbe,1997-08-01,9999-01-01,Senior Staff,Research
14372,Saniya,Srimani,1999-12-26,9999-01-01,Engineer,Research
14384,Tomofumi,Holburn,1988-02-13,9999-01-01,Technique Leader,Development
14422,Toshimo,Gadepally,1985-10-20,1990-10-20,Engineer,Production
14434,Elvis,Maginnis,1989-09-21,9999-01-01,Technique Leader,Development
14439,Raimond,Woycyznski,1986-11-01,1994-11-01,Engineer,Quality Management
14460,Yagil,Lueh,1988-01-23,1995-01-23,Engineer,Production
14478,Munehiro,Boissier,1992-06-28,9999-01-01,Senior Staff,Sales
14481,Moti,Lammel,1987-08-25,1993-08-24,Engineer,Production
14483,Supot,Marrevee,1986-01-30,9999-01-01,Senior Engineer,Development
14486,Indrajit,Birdsall,1994-08-12,1999-08-12,Engineer,Production
14498,Xiong,Selenyi,1994-10-17,9999-01-01,Senior Staff,Human Resources
14501,Taizo,Kroft,1991-11-20,9999-01-01,Technique Leader,Production
14509,Danil,Aloia,2001-12-16,9999-01-01,Senior Staff,Finance
14513,Samphel,Barreiro,1985-07-28,9999-01-01,Senior Staff,Sales
14515,Kazuhisa,Versino,1991-02-19,1996-02-19,Engineer,Quality Management
14516,Kristian,Underwood,1989-04-08,9999-01-01,Senior Staff,Sales
14518,Patricia,Peir,1996-02-18,9999-01-01,Engineer,Production
14522,Chuanyi,Ranta,1990-01-14,9999-01-01,Senior Staff,Finance
14537,Babette,Engelmann,1989-03-17,1994-03-17,Engineer,Quality Management
14552,Ibibia,Snyers,1994-06-13,1999-06-13,Engineer,Development
14556,Fatemeh,Zultner,1986-12-26,1994-12-26,Assistant Engineer,Production
14560,Elrique,Driscoll,1985-05-21,1993-05-21,Engineer,Development
14581,Gao,Condotta,1988-06-28,1996-06-28,Engineer,Development
14582,Kiyokazu,Morrin,1999-04-08,9999-01-01,Senior Engineer,Development
14600,Jayson,Cairo,1988-10-24,9999-01-01,Senior Staff,Customer Service
14603,Lech,Marquardt,1986-01-19,1993-01-19,Engineer,Development
14607,Suzette,Selvestrel,1994-06-26,9999-01-01,Staff,Sales
14620,Jianhua,Erev,1988-08-04,1993-08-04,Engineer,Production
14621,Souichi,Wixon,1992-01-20,9999-01-01,Senior Staff,Sales
14632,Gudjon,McClurg,1987-08-01,1994-08-01,Assistant Engineer,Quality Management
14639,Arvind,Hempstead,1994-11-08,9999-01-01,Senior Staff,Sales
14640,Toshimori,Kornatzky,1992-05-20,1998-05-20,Engineer,Development
14642,Florian,Kuhnemann,1987-06-05,1996-06-04,Engineer,Development
14645,Laurentiu,Glinert,1987-05-01,1995-05-01,Engineer,Development
14648,IEEE,Lorys,1994-11-16,9999-01-01,Senior Staff,Sales
14659,Sashi,Adachi,1985-03-16,1990-03-16,Engineer,Quality Management
14675,Teunis,Angel,1988-09-25,9999-01-01,Senior Staff,Human Resources
14677,Herbert,Sifakis,1987-02-12,9999-01-01,Senior Engineer,Production
14683,Alois,Basart,1986-12-02,1994-12-02,Engineer,Customer Service
14690,Yechezkel,Bellone,1986-02-25,1994-02-25,Engineer,Development
14693,Brewster,Stranks,1992-05-04,9999-01-01,Senior Staff,Customer Service
14710,Mahmut,Hainaut,1988-09-18,9999-01-01,Senior Staff,Marketing
14723,Constantino,Assaf,2002-06-01,9999-01-01,Senior Staff,Human Resources
14724,Aron,Lemarechal,1993-09-10,9999-01-01,Senior Staff,Finance
14780,Marlo,Bruckman,1986-09-19,9999-01-01,Senior Engineer,Production
14785,Zhonghua,Kaiser,1988-06-23,9999-01-01,Senior Engineer,Customer Service
14793,Stein,Uchoa,1998-01-18,9999-01-01,Engineer,Development
14814,Odysseas,Nishimukai,1996-10-26,9999-01-01,Senior Staff,Customer Service
14817,Gaurav,Masaki,1992-12-02,1997-12-02,Engineer,Research
14821,Oguz,Kilgore,1997-05-25,9999-01-01,Engineer,Development
14839,Changho,Cronin,1990-04-24,1998-04-24,Engineer,Development
14853,Taiji,Nergos,1988-03-07,1993-03-07,Engineer,Development
14877,Arto,Meriste,1988-06-06,1996-06-06,Engineer,Development
14879,Anyuan,Sigstam,1987-12-29,1993-12-28,Engineer,Development
14888,Temple,Barriga,1986-12-09,9999-01-01,Senior Staff,Sales
14899,Alejandro,Casley,1991-02-22,9999-01-01,Senior Staff,Sales
14906,Adil,Parveen,1996-12-10,9999-01-01,Senior Staff,Research
14908,Kerhong,Flanders,1992-09-17,1997-09-17,Engineer,Development
14909,Mohan,Kamble,1990-12-21,1996-12-20,Engineer,Development
14911,Xiaobin,Chelton,1987-04-06,1994-04-06,Engineer,Production
14914,Gretta,Benzaken,1999-09-25,9999-01-01,Engineer,Development
14915,Huican,Picco,1994-07-03,9999-01-01,Engineer,Production
14923,Shuzo,Gyorkos,1985-05-15,9999-01-01,Technique Leader,Development
14928,Satoru,Mukaidono,1985-05-17,9999-01-01,Senior Staff,Human Resources
14941,Nathan,Lichtner,1988-12-22,1994-12-22,Engineer,Development
14942,Heon,Benveniste,1987-11-15,1992-11-14,Engineer,Quality Management
14949,Insup,Reinhart,1987-10-08,1995-10-08,Engineer,Production
14954,Fox,Magliocco,1988-08-05,9999-01-01,Senior Engineer,Development
14971,Fan,Simmen,1991-03-25,9999-01-01,Senior Staff,Finance
14983,Hyuckchul,Pouyioutas,1996-12-26,9999-01-01,Senior Staff,Marketing
14993,Sanjay,Koblitz,1988-04-20,1994-04-20,Engineer,Development
15005,Kiam,Sadowsky,1986-05-23,1993-05-23,Engineer,Production
15016,Woody,Gulik,1991-10-21,9999-01-01,Senior Staff,Finance
15018,Ramalingam,Prenel,1999-03-11,9999-01-01,Senior Staff,Marketing
15019,Qingxiang,Shokrollahi,1988-11-02,1997-11-02,Engineer,Quality Management
15029,Giordano,Koshino,1996-04-26,9999-01-01,Senior Staff,Customer Service
15030,Rasikan,Nourani,1999-04-11,9999-01-01,Senior Staff,Sales
15036,Ziva,Delgrande,1994-11-04,9999-01-01,Senior Engineer,Development
15049,Khun,Waymire,1991-01-17,9999-01-01,Senior Staff,Customer Service
15052,Flemming,Kranzdorf,1993-01-27,9999-01-01,Senior Engineer,Production
15055,Shrikanth,Sherertz,1997-07-15,9999-01-01,Senior Staff,Research
15066,Tomokazu,Oaver,1993-06-29,2002-06-29,Engineer,Development
15069,Manton,Siksek,1987-08-05,9999-01-01,Technique Leader,Production
15071,Ayonca,Couchot,1996-10-15,9999-01-01,Senior Staff,Sales
15075,Radoslaw,Rijsenbrij,1986-04-24,1992-04-23,Engineer,Production
15077,Toshiki,Taubenfeld,1993-06-25,9999-01-01,Senior Engineer,Production
15082,Guadalupe,Zirintsis,1986-04-01,9999-01-01,Technique Leader,Development
15087,Chirstian,Ushiama,1988-09-14,1997-09-14,Engineer,Production
15089,Giri,Coney,1987-05-14,1995-05-14,Engineer,Development
15092,Remmert,Bahi,1986-05-26,9999-01-01,Senior Staff,Customer Service
15102,Luigi,Axelband,1992-11-04,2000-11-04,Engineer,Production
15105,Sudhanshu,Itzigehl,1994-11-22,9999-01-01,Senior Staff,Sales
15114,Pantung,Honglei,1998-03-09,9999-01-01,Engineer,Development
15134,Arun,Luiz,1998-07-23,9999-01-01,Senior Staff,Sales
15145,Haldon,Servieres,1988-04-19,1995-04-20,Engineer,Production
15151,Urs,Pouyioutas,1999-12-30,9999-01-01,Senior Staff,Sales
15176,Charlene,Sankaranarayanan,1992-11-16,9999-01-01,Senior Staff,Sales
15193,Neelam,Schach,1989-02-14,9999-01-01,Senior Engineer,Development
15196,Souichi,Duclos,1992-07-09,2001-07-09,Engineer,Development
15202,Pranay,Irland,1989-07-05,1998-07-05,Assistant Engineer,Development
15208,Sudharsan,Shokrollahi,1994-04-18,9999-01-01,Senior Staff,Research
15218,Shuky,Conry,2001-08-10,9999-01-01,Senior Staff,Finance
15228,Mona,Salvesen,1995-01-17,9999-01-01,Senior Staff,Human Resources
15230,Keiichiro,Suessmith,1993-03-17,1999-03-17,Engineer,Development
15234,Jouko,Zhiwei,1987-09-03,9999-01-01,Senior Engineer,Development
15237,Reinhard,Sadowsky,1987-08-17,1995-08-17,Engineer,Development
15243,Mountaz,Famili,2001-09-19,9999-01-01,Senior Staff,Finance
15248,Edwin,Baar,1997-03-22,9999-01-01,Senior Staff,Marketing
15253,Ayonca,Pardalos,1985-06-06,1992-06-06,Engineer,Production
15269,Eric,Reghbati,1986-08-21,1993-08-21,Engineer,Production
15271,Shiv,Bernardeschi,1986-12-05,9999-01-01,Senior Staff,Sales
15292,Miyeon,Lammel,1995-07-31,9999-01-01,Senior Staff,Sales
15324,Ziya,Lunn,1991-03-26,1996-03-25,Assistant Engineer,Production
15329,Fan,Openshaw,1997-08-16,9999-01-01,Engineer,Development
15330,Jaroslava,Chinal,1995-05-31,9999-01-01,Senior Staff,Sales
15337,Masaru,Radivojevic,1988-08-07,1997-08-07,Engineer,Quality Management
15343,Chaosheng,Luce,1985-03-12,1992-03-12,Engineer,Quality Management
15354,Chikara,Nyrup,1994-10-18,9999-01-01,Staff,Customer Service
15365,Mikhail,Schiettecatte,1986-08-11,1995-08-11,Engineer,Development
15369,Premal,Penttonen,1999-08-20,9999-01-01,Staff,Sales
15370,Chuanyi,Nilsson,1993-12-21,9999-01-01,Senior Engineer,Research
15372,Nahum,Broder,1994-10-12,9999-01-01,Senior Staff,Sales
15375,Shuho,Manders,2000-11-02,9999-01-01,Senior Staff,Finance
15377,Shugo,Aumann,1986-12-19,1992-12-18,Engineer,Development
15382,Alassane,Siegrist,1992-12-26,9999-01-01,Senior Staff,Sales
15392,Pradeep,Markovitch,1994-07-04,9999-01-01,Assistant Engineer,Development
15408,Maik,Penttonen,1996-11-23,9999-01-01,Staff,Research
15410,Wilmer,Kushner,1998-09-13,9999-01-01,Senior Staff,Sales
15412,Huai,Thiria,1985-08-23,1992-08-23,Engineer,Development
15438,Constantijn,Munoz,1991-12-24,9999-01-01,Senior Staff,Finance
15441,Arvind,Weisert,2000-02-06,9999-01-01,Senior Staff,Research
15452,Kazuhira,Weedman,1995-05-11,9999-01-01,Engineer,Development
15454,Hongzue,Cesareni,1991-02-27,9999-01-01,Senior Staff,Sales
15470,Weiwu,Huhdanpaa,1996-08-08,9999-01-01,Engineer,Production
15474,Gilbert,Plumb,1994-12-04,9999-01-01,Senior Staff,Sales
15479,Zhenbing,Soicher,1987-01-25,1994-01-25,Engineer,Production
15480,Kwok,Trogemann,1990-04-29,1999-04-29,Engineer,Development
15504,Kasturi,Alpin,1997-02-06,9999-01-01,Engineer,Development
15505,Collette,Mikschl,1986-08-30,1993-08-30,Engineer,Production
15510,Inderjeet,Sethi,1987-08-29,1994-08-29,Engineer,Development
15511,George,Kowalchuk,1986-04-20,9999-01-01,Senior Staff,Sales
15518,Uno,Valtorta,1990-10-03,1996-10-02,Engineer,Development
15525,Masadi,Cherinka,1993-04-27,2001-04-27,Engineer,Development
15534,Guozhong,Grabner,1995-05-06,9999-01-01,Senior Staff,Finance
15543,Mingdong,Staelin,1988-07-30,9999-01-01,Senior Engineer,Production
15548,Sanjai,Caine,1988-05-08,1997-05-08,Engineer,Research
15563,Constantino,Zykh,1994-04-08,9999-01-01,Senior Staff,Customer Service
15565,TRUE,Muchinsky,1986-12-16,9999-01-01,Senior Staff,Marketing
15566,Baoqiu,Azuma,1988-04-11,9999-01-01,Senior Staff,Sales
15600,Mack,Perna,1985-04-26,1994-04-26,Engineer,Production
15601,Carrsten,Anily,1994-07-10,9999-01-01,Senior Staff,Sales
15651,Huan,Iwayama,1985-11-22,1993-11-22,Assistant Engineer,Production
15656,Mohammad,Schaaf,1996-05-25,9999-01-01,Senior Staff,Marketing
15682,Hiroyasu,Przulj,1988-06-20,1995-06-21,Engineer,Quality Management
15687,Dekang,Ambroszkiewicz,1996-02-13,9999-01-01,Senior Staff,Finance
15703,Chenye,Hanratty,1994-12-06,9999-01-01,Engineer,Development
15708,Reuven,Kushnir,1995-01-22,9999-01-01,Senior Staff,Sales
15714,Troy,Bala,1995-03-09,2001-03-08,Assistant Engineer,Production
15715,Insup,Ibel,1999-09-21,9999-01-01,Staff,Sales
15726,Zhilian,Parascandalo,2001-08-28,9999-01-01,Senior Staff,Marketing
15739,Poorav,Bahr,1999-03-02,9999-01-01,Engineer,Development
15740,Stepehn,Pocchiola,2000-06-03,9999-01-01,Senior Staff,Sales
15750,Arumugam,Bresenham,1993-11-13,2000-11-13,Engineer,Production
15765,Tonny,Taubenfeld,1989-02-15,1998-02-15,Engineer,Development
15767,Baocai,Broomell,1985-06-08,1992-06-08,Assistant Engineer,Production
15769,Pranay,Oskamp,1999-06-20,9999-01-01,Staff,Marketing
15788,Taegyun,Deyuan,1990-03-13,1998-03-13,Engineer,Production
15799,Manton,Gelosh,1995-05-08,9999-01-01,Senior Staff,Sales
15809,Mingsen,Antonisse,1994-06-07,9999-01-01,Senior Staff,Finance
15819,Magdalena,Rajcani,1999-08-16,9999-01-01,Senior Staff,Sales
15821,Aleksander,Antonakopoulos,1988-06-09,1997-06-09,Assistant Engineer,Development
15846,Bowen,Litecky,1989-03-23,9999-01-01,Technique Leader,Production
15861,Gio,Anido,1995-12-20,9999-01-01,Senior Staff,Marketing
15866,Angel,Seiwald,1986-10-03,1991-10-03,Engineer,Quality Management
15869,Guoxiang,Bala,1994-01-21,2002-01-21,Engineer,Production
15876,Munehiro,Vakili,1985-08-02,1992-08-02,Assistant Engineer,Development
15877,Yannik,Kroll,1999-08-10,9999-01-01,Engineer,Production
15880,Miquel,Dechter,1996-12-02,9999-01-01,Technique Leader,Production
15889,Sasan,Azumi,1986-02-03,1995-02-03,Engineer,Development
15892,Lunjin,Pettis,1986-09-20,1991-09-20,Engineer,Production
15901,Marsja,Fargier,1987-09-23,1993-09-22,Engineer,Quality Management
15902,Kazuhide,Stille,1993-03-23,9999-01-01,Senior Staff,Research
15905,DeForest,Petersohn,1988-02-12,1993-02-11,Engineer,Production
15911,Shaibal,Viele,1991-01-13,1998-01-13,Engineer,Customer Service
15934,Kensyu,Shinomoto,1995-08-20,9999-01-01,Assistant Engineer,Production
15938,Garnik,Covnot,1997-10-16,9999-01-01,Senior Staff,Sales
15942,Murthy,Rosca,1986-09-09,1991-09-09,Engineer,Production
15943,Yakkov,Demke,1997-02-05,2002-02-05,Engineer,Quality Management
15945,Hauke,Larfeldt,1993-11-16,2000-11-16,Engineer,Production
15948,Karoline,Versino,1986-01-14,1991-01-14,Engineer,Development
15955,Yuguang,Dratva,1986-03-31,1991-03-31,Engineer,Production
15971,Arumugam,Aloia,1988-05-03,9999-01-01,Senior Engineer,Development
15977,King,Ballarin,2000-11-02,9999-01-01,Senior Staff,Research
15978,Kaijung,Wielonsky,1997-02-25,9999-01-01,Engineer,Quality Management
15993,Yoshimitsu,Peir,1988-11-19,9999-01-01,Senior Engineer,Development
16000,Marek,Demos,1996-05-05,2002-05-05,Engineer,Production
16018,Boutros,Papadias,1987-10-06,1992-10-05,Engineer,Production
16019,Chaoyi,Heystek,1985-08-01,1990-08-01,Engineer,Research
16025,Doowon,Luce,1988-03-05,1994-03-05,Engineer,Development
16028,JiYoung,Takkinen,1988-08-12,1995-08-13,Engineer,Production
16033,Wayne,Spelt,1986-09-09,9999-01-01,Senior Staff,Finance
16052,Maria,Rodham,1991-01-27,1997-01-26,Engineer,Development
16066,Marsha,Penn,1993-09-16,9999-01-01,Senior Staff,Sales
16068,Leandro,Zongker,1992-12-17,9999-01-01,Senior Staff,Finance
16076,Marko,Ebeling,1997-08-06,9999-01-01,Engineer,Development
16077,Kannan,Heemskerk,1987-07-02,1994-07-02,Assistant Engineer,Development
16086,Mohammad,Denos,1987-04-27,1993-04-26,Assistant Engineer,Development
16094,Berto,Rosar,1993-07-18,1999-07-18,Engineer,Development
16099,Mohan,Ferretti,1990-10-23,9999-01-01,Senior Staff,Human Resources
16126,Tse,Crabtree,1997-10-10,9999-01-01,Staff,Customer Service
16130,Kerryn,Belinskaya,1993-07-26,2002-07-26,Assistant Engineer,Development
16134,Annemarie,Chaudhuri,1990-03-12,1998-03-12,Engineer,Development
16138,Leucio,Krzyzanowski,1994-05-05,9999-01-01,Senior Staff,Marketing
16154,Monique,Docker,1994-03-12,9999-01-01,Technique Leader,Quality Management
16185,Marin,Winter,1987-04-28,9999-01-01,Technique Leader,Development
